time,open,high,low,close,volume,volume_quote
"2019-02-01T00:00:00",3415.37199637897,3460.73983381358,3378.50627051719,3442.46430974722,157653.542705706,539469367.597816
"2019-02-02T00:00:00",3443.07827485112,3481.55976024556,3423.90561252868,3478.82334182816,123094.520922807,424037807.867539
"2019-02-03T00:00:00",3478.6805463845,3482.33727537922,3390.24064864204,3418.844269652,127432.861775948,437963256.600932
"2019-02-04T00:00:00",3426.7901823907,3463.08333492892,3407.52609160788,3433.06265569945,168088.97578165,576605733.003493
"2019-02-05T00:00:00",3432.42787552669,3538.28154576896,3427.47527740198,3440.67676634373,194326.902108253,670311615.136628
"2019-02-06T00:00:00",3439.15182056947,3450.40855086914,3364.99222115434,3397.77137026271,212100.268039802,720213288.056652
"2019-02-07T00:00:00",3394.51059102998,3425.14294944162,3360.19183947926,3386.87750583888,182915.52109438,620682668.174875
"2019-02-08T00:00:00",3389.01136388369,3665.74307351843,3281.91992569743,3638.9920563286,300801.959352323,1053718867.33
"2019-02-09T00:00:00",3645.47184420887,3680.15426202994,3616.92727432506,3654.23324793795,208320.321447813,759775811.533442
"2019-02-10T00:00:00",3652.91212403474,3696.31387002721,3543.14867219112,3678.5655557263,216371.153569655,787078090.240309
"2019-02-11T00:00:00",3679.2031577399,3679.2031577399,3568.67139952021,3620.532992891,220514.499012187,799451308.64568
"2019-02-12T00:00:00",3623.44028693882,3794.51309929969,3514.80218183763,3617.28819411631,223330.570360055,806405399.12274
"2019-02-13T00:00:00",3643.89302488416,3648.32702993732,3564.88938560599,3593.98616258229,216917.685436675,783695038.620945
"2019-02-14T00:00:00",3588.12793942766,3635.94760416406,3551.03428952688,3577.98351122499,202315.030319357,727328160.169375
"2019-02-15T00:00:00",3581.52512225218,3630.71688403754,3483.40029571548,3587.11001756397,197626.362153214,710892247.172154
"2019-02-16T00:00:00",3603.07793833748,3672.9010178853,3584.03438010522,3617.40134540893,187985.157109931,681359534.398615
"2019-02-17T00:00:00",3606.82082976951,3681.17267130033,3592.91472368283,3652.07441834173,238024.898722906,863378152.829712
"2019-02-18T00:00:00",3649.90675037774,3918.242192722,3637.16972538563,3900.12244473799,365856.90316667,1385437190.48706
"2019-02-19T00:00:00",3904.47533636238,4000.9677351513,3875.96224108237,3934.51403604435,341057.375201601,1341219945.36176
"2019-02-20T00:00:00",3925.87667139056,3996.7571200461,3876.55726404811,3966.3515073972,277888.741111717,1094786282.73877
"2019-02-21T00:00:00",3955.52871753041,4045.00083528044,3894.07776637086,3931.92745989493,244511.560292915,964136495.854861
"2019-02-22T00:00:00",3940.04053063871,4007.63032428023,3927.60781670452,3992.38111687848,241927.34868358,957506287.315809
"2019-02-23T00:00:00",3983.26079105664,4162.77344934077,3941.53287738961,4143.93599250832,263592.481769093,1060321627.73002
"2019-02-24T00:00:00",4134.96276663415,4245.58850751142,3735.41346774328,3735.41346774328,381212.847739445,1516152262.5195
"2019-02-25T00:00:00",3739.47219397835,3874.63977097251,3739.47219397835,3827.03158303768,316264.994272375,1207095488.73276
"2019-02-26T00:00:00",3827.38151201672,3884.63464965328,3796.46244733308,3823.27946258267,288841.198306529,1105217023.34888
"2019-02-27T00:00:00",3826.3121527094,3876.26686593591,3717.95200243605,3826.73248732595,289056.533183022,1102910403.21922
"2019-02-28T00:00:00",3814.98415711299,3922.0210380764,3805.82632239551,3817.87006474191,275163.614147806,1057386491.76155
"2019-03-01T00:00:00",3823.8833689537,3887.39641778549,3808.32163134376,3835.48343477314,218890.645954789,840570343.166491
"2019-03-02T00:00:00",3830.6107493346,3874.37434171504,3808.72333121876,3824.10201807155,221665.690076328,849252922.804284
"2019-03-03T00:00:00",3826.64248866673,4184.06625718107,3789.68770448696,3799.15819221249,254732.438382028,976366057.360201
"2019-03-04T00:00:00",3803.09506662605,3892.50510712205,3683.6588186703,3709.38497312534,373699.856622539,1401292786.55059
"2019-03-05T00:00:00",3721.85060406612,3900.280134452,3709.45847795943,3866.53957515286,394144.101283475,1495689232.15673
"2019-03-06T00:00:00",3865.10551664694,3904.80838346712,3826.02612788049,3862.37310227907,327709.761024138,1264945779.96022
"2019-03-07T00:00:00",3868.91173172352,3943.64000601591,3838.52959789175,3875.1786900189,371675.733472111,1444049214.79243
"2019-03-08T00:00:00",3880.88578759879,3931.42655758899,3842.22782962876,3874.27887789407,422834.089697173,1647318677.50295
"2019-03-09T00:00:00",3872.06631946123,3981.76450594026,3870.64190102051,3942.17325689936,426119.392184358,1671916521.14782
"2019-03-10T00:00:00",3936.66770344829,4063.15546698928,3901.29902998551,3970.61042777864,362201.521609323,1424299494.21601
"2019-03-11T00:00:00",3958.94303405891,3959.35601264501,3847.06551342695,3883.50209716457,414652.012095238,1611807193.36937
"2019-03-12T00:00:00",3883.67834773231,3921.67318147694,3823.18077947761,3885.97540630432,427719.246455594,1659311217.63564
"2019-03-13T00:00:00",3887.00918357436,3900.84447029298,3848.88078943,3890.97357451076,383131.620005833,1484796981.43237
"2019-03-14T00:00:00",3889.45877430778,3931.82153715109,3840.53220049936,3931.82153715109,363440.609500837,1408198106.4053
"2019-03-15T00:00:00",3922.12617634433,3962.07068692478,3872.85254707464,3931.92165145195,382496.535794306,1496165489.45619
"2019-03-16T00:00:00",3927.36580876272,4056.45368143967,3919.60126354436,4005.34523444346,346037.332676925,1384554958.64544
"2019-03-17T00:00:00",4001.74303440067,4021.09432321799,3951.76509166258,3978.8238223898,245690.057701522,979377719.91842
"2019-03-18T00:00:00",3979.80363290242,4053.48316019801,3953.04475412191,4020.69982000217,323175.36013071,1289514839.9964
"2019-03-19T00:00:00",4026.41649236655,4058.32472025291,3890.11184104217,4022.44698674403,295377.407920643,1182125683.61992
"2019-03-20T00:00:00",4020.71938694372,4063.80539655827,3987.27209006623,4063.80539655827,337052.874406637,1355366310.62418
"2019-03-21T00:00:00",4061.27513748146,4086.36529565215,3950.7746069903,3992.29094723664,398365.966566319,1604661976.64504
"2019-03-22T00:00:00",3992.19684582441,4015.65610010434,3970.38145944737,4000.70089571268,314723.461644633,1257772929.2679
"2019-03-23T00:00:00",3994.81816633326,4050.45293943918,3982.33037685471,4007.99014931969,355291.731752858,1422644626.46515
